date,company,action,price,shares,value,holding_period_years
2024-09-02,Balmer Lawrie & Co. Ltd.,BUY,279.85,10683.273469631657,2989714.0804764195,
2024-09-02,Chaman Lal Setia Exports Ltd.,BUY,228.35,13092.682638390277,2989714.0804764195,
2024-12-19,Yash Highvoltage Ltd.,BUY,291.25,10265.112722665817,2989714.080476419,
2025-09-05,Career Point Edutech Ltd.,BUY,235.45,12697.872501492544,2989714.0804764195,
2025-09-01,Tilaknagar Industries Ltd.,SELL,480.8,2912.8220349911603,1400484.83442375,2.001368925393566
2025-09-01,Wallfort Financial Services Ltd.,SELL,120.0,8470.742050351093,1016489.0460421311,2.001368925393566
2025-09-01,Bajaj Finserv Ltd.,SELL,1943.5,415.62287339821046,807763.054449422,2.001368925393566
2025-09-01,Sam Industries Ltd.,SELL,63.95,9292.30649190419,594243.000157273,2.001368925393566
2025-09-01,Magnanimous Trade & Finance Ltd.,SELL,5.64,163922.09420874732,924520.6113373348,2.001368925393566
2025-09-01,Panasonic Energy India Co. Ltd.,SELL,341.45,1851.627715139255,632238.2833342986,2.001368925393566
2025-09-01,Nagreeka Capital & Infrastructure Ltd.,SELL,25.55,40246.85689012722,1028307.1935427506,2.001368925393566
2025-09-03,Premier Polyfilm Ltd.,SELL,47.09,68588.48339070712,3229831.6828683983,1.998631074606434
2025-09-18,Balmer Lawrie & Co. Ltd.,SELL,215.25,10683.273469631657,2299574.614338214,1.0431211498973305
2025-09-18,Chaman Lal Setia Exports Ltd.,SELL,288.15,13092.682638390277,3772656.5022521582,1.0431211498973305
2025-09-18,Yash Highvoltage Ltd.,SELL,486.0,10265.112722665817,4988844.783215587,0.7474332648870636
2025-09-18,Career Point Edutech Ltd.,SELL,266.76,12697.872501492544,3387284.468498151,0.03559206023271732
