date,company,action,price,shares,value,holding_period_years
2022-09-02,Premier Polyfilm Ltd.,BUY,19.11,133346.58605774553,2548253.259563517,
2023-09-01,Parker Agrochem Exports Ltd.,SELL,11.31,253876.78444957404,2871346.4321246827,0.999315537303217
2023-09-01,Balmer Lawrie & Co. Ltd.,SELL,167.55,17169.525013316557,2876753.9159811893,0.999315537303217
2023-09-01,Arvee Laboratories (India) Ltd.,SELL,111.0,24670.677728068116,2738445.227815561,0.999315537303217
2023-09-01,Tilaknagar Industries Ltd.,BUY,216.1,6220.617520674065,1344275.4462176654,
2023-09-01,Parker Agrochem Exports Ltd.,BUY,11.31,118857.2454657529,1344275.4462176654,
2023-09-01,Wallfort Financial Services Ltd.,BUY,74.31,18090.10155050014,1344275.4462176654,
2023-09-01,Balmer Lawrie & Co. Ltd.,BUY,167.55,8023.130087840438,1344275.4462176654,
2023-09-01,Bajaj Finserv Ltd.,BUY,1514.5,887.6034639931762,1344275.4462176654,
2023-09-01,Sam Industries Ltd.,BUY,67.74,19844.633100349358,1344275.4462176654,
2023-09-01,Magnanimous Trade & Finance Ltd.,BUY,3.84,350071.7307858504,1344275.4462176654,
2023-09-01,Panasonic Energy India Co. Ltd.,BUY,339.95,3954.332831939007,1344275.4462176654,
2023-09-01,Nagreeka Capital & Infrastructure Ltd.,BUY,15.64,85951.115487063,1344275.4462176654,
2023-09-04,Chaman Lal Setia Exports Ltd.,SELL,207.8,22936.572993370995,4766219.868022493,1.0047912388774811
2023-09-04,Premier Polyfilm Ltd.,SELL,21.56,133346.58605774553,2874952.3954049936,1.0047912388774811
2023-09-04,Chaman Lal Setia Exports Ltd.,BUY,207.8,11235.802311915768,2334799.7204160965,
2023-09-04,Premier Polyfilm Ltd.,BUY,21.56,108293.12246827906,2334799.7204160965,
2024-09-02,Tilaknagar Industries Ltd.,SELL,282.7,6220.617520674065,1758568.5730945582,1.0047912388774811
2024-09-02,Parker Agrochem Exports Ltd.,SELL,16.25,118857.2454657529,1931430.2388184846,1.0047912388774811
2024-09-02,Wallfort Financial Services Ltd.,SELL,149.0,18090.10155050014,2695425.131024521,1.0047912388774811
2024-09-02,Balmer Lawrie & Co. Ltd.,SELL,279.85,8023.130087840438,2245272.955082147,1.0047912388774811
2024-09-02,Bajaj Finserv Ltd.,SELL,1840.55,887.6034639931762,1633678.5556526405,1.0047912388774811
2024-09-02,Sam Industries Ltd.,SELL,76.27,19844.633100349358,1513550.1665636455,1.0047912388774811
2024-09-02,Magnanimous Trade & Finance Ltd.,SELL,5.64,350071.7307858504,1974404.561632196,1.0047912388774811
2024-09-02,Panasonic Energy India Co. Ltd.,SELL,503.85,3954.332831939007,1992390.5973724688,1.0047912388774811
2024-09-02,Nagreeka Capital & Infrastructure Ltd.,SELL,25.65,85951.115487063,2204646.1122431657,1.0047912388774811
2024-09-02,Tilaknagar Industries Ltd.,BUY,282.7,7355.785300298348,2079480.504394343,
2024-09-02,Wallfort Financial Services Ltd.,BUY,149.0,13956.244995935187,2079480.504394343,
2024-09-02,Balmer Lawrie & Co. Ltd.,BUY,279.85,7430.696817560632,2079480.504394343,
2024-09-02,Bajaj Finserv Ltd.,BUY,1840.55,1129.8147316803907,2079480.504394343,
2024-09-02,Sam Industries Ltd.,BUY,76.27,27264.7240644335,2079480.504394343,
2024-09-02,Magnanimous Trade & Finance Ltd.,BUY,5.64,368702.2170911956,2079480.504394343,
2024-09-02,Panasonic Energy India Co. Ltd.,BUY,503.85,4127.181709624577,2079480.5043943431,
2024-09-02,Nagreeka Capital & Infrastructure Ltd.,BUY,25.65,81071.36469373657,2079480.504394343,
2024-09-03,Chaman Lal Setia Exports Ltd.,SELL,241.55,11235.802311915768,2714008.048443254,0.999315537303217
2024-09-03,Premier Polyfilm Ltd.,SELL,44.5,108293.12246827906,4819043.9498384185,0.999315537303217
2024-09-03,Chaman Lal Setia Exports Ltd.,BUY,241.55,10936.986142178324,2641829.0026431745,
2024-09-03,Premier Polyfilm Ltd.,BUY,44.5,59366.9438796219,2641829.0026431745,
2024-12-19,Yash Highvoltage Ltd.,BUY,291.25,9070.65751980489,2641829.0026431745,
2025-09-05,Career Point Edutech Ltd.,BUY,235.45,11220.339786125183,2641829.0026431745,
2025-09-02,Tilaknagar Industries Ltd.,SELL,476.95,7355.785300298348,3508341.7989772973,0.999315537303217
2025-09-02,Wallfort Financial Services Ltd.,SELL,116.6,13956.244995935187,1627298.1665260426,0.999315537303217
2025-09-02,Balmer Lawrie & Co. Ltd.,SELL,233.0,7430.696817560632,1731352.3584916273,0.999315537303217
2025-09-02,Bajaj Finserv Ltd.,SELL,1955.9,1129.8147316803907,2209804.633693676,0.999315537303217
2025-09-02,Sam Industries Ltd.,SELL,63.0,27264.7240644335,1717677.6160593105,0.999315537303217
2025-09-02,Magnanimous Trade & Finance Ltd.,SELL,5.64,368702.2170911956,2079480.504394343,0.999315537303217
2025-09-02,Panasonic Energy India Co. Ltd.,SELL,346.75,4127.181709624577,1431100.2578123221,0.999315537303217
2025-09-02,Nagreeka Capital & Infrastructure Ltd.,SELL,25.75,81071.36469373657,2087587.6408637166,0.999315537303217
2025-09-03,Chaman Lal Setia Exports Ltd.,SELL,285.35,10936.986142178324,3120868.995670585,0.999315537303217
2025-09-03,Premier Polyfilm Ltd.,SELL,47.09,59366.9438796219,2795589.387291395,0.999315537303217
2025-09-03,Chaman Lal Setia Exports Ltd.,BUY,285.35,32232.649220333697,9197586.455022221,
2025-09-18,Yash Highvoltage Ltd.,SELL,486.0,9070.65751980489,4408339.554625177,0.7474332648870636
2025-09-18,Career Point Edutech Ltd.,SELL,266.76,11220.339786125183,2993137.8413467538,0.03559206023271732
2025-09-18,Chaman Lal Setia Exports Ltd.,SELL,288.15,32232.649220333697,9287837.872839155,0.04106776180698152
